author,sent_id,text,ARGx-LOC,STATE,TIME,WRITER-ARG0,REP-EVENT,EVENT,ARGx-ORG,ASP-EVENT,WRITER-ARGx,lemma
Q1377706,33,"After a brief time in Toronto, he moved to Temagami (Tema-Augama), Northern Ontario, where he worked as a fur trapper, a wilderness guide at Keewaydin camp, and a forest ranger.  (Grey Owl)",Temagami,worked,,he,,,,,,work
Q93356,103,He was on holiday in Greece with his wife when the news broke.  (Seamus Heaney),in Greece,was,,He,,,,,,be
Q132701,146,In January 2020 the Sir Arthur Lewis Community College in St. Lucia announced that Walcott's books on Caribbean Literature and poetry have been donated to its Library.  (Derek Walcott),in St. Lucia,,In January 2020,,announced,donated,the Sir Arthur Lewis Community College,,Walcott's books,donate
Q3101906,75,He wrote a syndicated column (1965–77) for the North American Newspaper Alliance.  (George Schuyler),,,1965–77,He,,wrote,for the North American Newspaper Alliance,,,write
Q64200597,1,"He completed his doctorate in literature and linguistics from Paris XIII University with a dissertation on the work his literary mentor, Venezuela writer Juan Carlos Méndez Guédez.  (Rodrigo Blanco Calderón)",,,,He,,completed,from Paris XIII University,,,complete
Q895915,18,Sainath was awarded the 2007 Ramon Magsaysay Award for Journalism Literature and Creative Communications Arts.  (Palagummi Sainath),,,,,,awarded,the 2007 Ramon Magsaysay Award,,Sainath,award
Q307211,1,"He served as Chairman of the Presidium of the Supreme People's Council (head of state) and founder, chief ideologue, and first leader of the Yemeni Socialist Party from 21 December 1978 to 21 April 1980.  (Abdul Fattah Ismail)",,served,,He,,,of the Presidium of the Supreme People's Council,,,serve
Q88210581,16,This book was published by Bashir & Sons Karachi.  (Badam Natawan),Karachi,,,,,published,by Bashir & Sons,,This book,publish
Q731775,17,"In 1986, Cazuza was featured in the AIDS benefit album Red Hot + Rio produced by the Red Hot Organization, performing the song ""Preciso Dizer que Te Amo"" in a duet with Bebel Gilberto.  (Cazuza)",,,In 1986,,,featured,by the Red Hot Organization,,Cazuza,feature
Q731775,17,"In 1986, Cazuza was featured in the AIDS benefit album Red Hot + Rio produced by the Red Hot Organization, performing the song ""Preciso Dizer que Te Amo"" in a duet with Bebel Gilberto.  (Cazuza)",,,In 1986,Cazuza,,performing,,,,perform
Q66580063,10,She has been in involved with medical research based on clinical neuroscience using the virtual reality technology at the Sahlgrenska University Hospital.  (Netha Hussain),,,,,,involved,at the Sahlgrenska University Hospital,,She,involve
Q52274665,7,"Imady is also the author, and coauthor, of several works on Syria and Sufism, including:  The Rise and Fall of Muslim Civil Society;The Syrian Uprising Domestic Origins and Early Trajectory; Syria at War, five Years On; ""Organisationally Secular: Damascene Islamist Movements and the Syrian Uprising""; ""How a microfinance network could have preempted the Syrian uprising""; and When You're Shoved from the Right, Look to Your Left: Metaphors of Islamic Humanism.  (Omar Imady)",,author,,Imady,,,,,,author
Q1057727,2,"He spent his childhood and adolescence between Italy, Germany and France.  (Herbert Pagani)","between Italy, Germany and France",,,He,,spent,,,,spend
Q2417449,61,On 26 February Kaputikyan and Balayan met Soviet leader Mikhail Gorbachev in the Kremlin to discuss the Karabakh issue.  (Silva Kaputikyan),in the Kremlin,,On 26 February,Kaputikyan,,met,,,,meet
Q2417449,61,On 26 February Kaputikyan and Balayan met Soviet leader Mikhail Gorbachev in the Kremlin to discuss the Karabakh issue.  (Silva Kaputikyan),in the Kremlin,,On 26 February,Kaputikyan,,discuss,,,,discuss
Q379962,9,He participated in these demonstrations that ended with the massacre of between six and eight (according to nationalists forty-five) thousand Algerians by the French army and police in the Sétif and Guelma massacre.  (Yacine Kateb),in the Sétif and Guelma,,,He,,participated,,,,participate
Q5715914,4,"After living in many other places she moved to Southampton in 1980 with her husband Paul Carter, a photographer, and their three children Jack, Rose and Polly.  (Henrietta Branford)",,living,After,she,,,,,,live
Q5715914,4,"After living in many other places she moved to Southampton in 1980 with her husband Paul Carter, a photographer, and their three children Jack, Rose and Polly.  (Henrietta Branford)",to Southampton,,in 1980,she,,moved,,,,move
Q1569198,9,She was not even twenty years of age when she was awarded second place in a poetry competition organized by the newspaper Masis.  (Haykanush Mark),,,,she,,awarded,by the newspaper Masis,,,award
Q525304,34,"In 2012, he played the lead role of Stanley in the Broadway revival of A Streetcar Named Desire.  (Blair Underwood)",in the Broadway revival,,In 2012,he,,played,,,,play
Q5642978,4,"In 1868, she began a course of study in Wilberforce University, Ohio, from which she graduated in 1873 with the degree of Bachelor of Science.   (Hallie Quinn Brown)",Ohio,,in 1873,she,,graduated,Wilberforce University,,,graduate
Q4901363,16,"He was also awarded the ""Certificate of Honour"" by the President of India Pratibha Devisingh Patil on 10 July 2008.  (Bhaskaracharya Tripathi)",,,on 10 July 2008,,,awarded,,,He,award
Q5565082,14,"She wrote a monthly column for many years on different aspects of culture and their political and social underpinnings, in The Telegraph, Kolkata.  (Githa Hariharan)",Kolkata,wrote,,She,,,in The Telegraph,,,write
Q230578,24,"In 1968, he received the title of Cathedratic Professor, holding the chair of Political Science at Universidade de São Paulo.  (Fernando Henrique Cardoso)",,,In 1968,,,received,at Universidade de São Paulo,,he,receive
Q230578,24,"In 1968, he received the title of Cathedratic Professor, holding the chair of Political Science at Universidade de São Paulo.  (Fernando Henrique Cardoso)",,holding,,he,,,at Universidade de São Paulo,,,hold
Q656292,39,"In 2006, he was awarded the title of Doctor Honoris Causa from the Federal University of Ceara, but only received it on June 10, 2010 on the eve of his 83rd birthday.  (Ariano Suassuna)",,,In 2006,,,awarded,from the Federal University of Ceara,,he,award
Q656292,39,"In 2006, he was awarded the title of Doctor Honoris Causa from the Federal University of Ceara, but only received it on June 10, 2010 on the eve of his 83rd birthday.  (Ariano Suassuna)",,,"on June 10, 2010",,,received,from the Federal University of Ceara,,he,receive
Q6403634,22,"Since her graduation, Corthron has received commissions for workshops, readings, and productions throughout the country.  (Kia Corthron)",,received,,,,,,,Corthron,receive
Q237194,2,"In 2004, Entertainment Weekly named Sykes as one of the 25 funniest people in America.  (Wanda Sykes)",in America,,In 2004,,,named,Entertainment Weekly,,Sykes,name
Q68100107,2,"Born and raised in the Babylonian province Al-Hindiya, Hindawi moved to Baghdad in the 60s, where he studied at the University of Baghdad.  (Hussain Hindawi)",in the Babylonian province Al-Hindiya,,,,,Born,,,Hindawi,bear
Q68100107,2,"Born and raised in the Babylonian province Al-Hindiya, Hindawi moved to Baghdad in the 60s, where he studied at the University of Baghdad.  (Hussain Hindawi)",in the Babylonian province Al-Hindiya,raised,,,,,,,Hindawi,raise
Q68100107,2,"Born and raised in the Babylonian province Al-Hindiya, Hindawi moved to Baghdad in the 60s, where he studied at the University of Baghdad.  (Hussain Hindawi)",to Baghdad,,in the 60s,Hindawi,,moved,,,,move
Q68100107,2,"Born and raised in the Babylonian province Al-Hindiya, Hindawi moved to Baghdad in the 60s, where he studied at the University of Baghdad.  (Hussain Hindawi)",,studied,,he,,,at the University of Baghdad,,,study
Q7259915,37,"Smarakasilakal (Memorial Stones), published in 1977, is set in a region near Vatakara where he grew up.  (Punathil Kunjabdulla)",,,in 1977,,,published,,,Smarakasilakal,publish
Q7259915,37,"Smarakasilakal (Memorial Stones), published in 1977, is set in a region near Vatakara where he grew up.  (Punathil Kunjabdulla)",near Vatakara,grew,,he,,,,,,grow
Q196547,1,He was teaching Urdu in  Aligarh Muslim University.  (Bashir Badr),,teaching,,He,,,in  Aligarh Muslim University,,,teach
Q2614690,5,"His brother died on the gallows in 1966, but Muhammad's life was spared and he, along with other members of the Muslim Brotherhood  took refuge in Saudi Arabia.  (Muhammad Qutb)",,,,he,,took,in Saudi Arabia,,,take
Q2614690,5,"His brother died on the gallows in 1966, but Muhammad's life was spared and he, along with other members of the Muslim Brotherhood  took refuge in Saudi Arabia.  (Muhammad Qutb)",,,,,,spared,,,Muhammad's life,spare
Q465624,26,She would win Phi Beta Kappa honors.  (Jessie Redmon Fauset),,,,She,,win,,,,win
Q24809972,29,The International Academy of Cardiovascular Sciences awarded him their Norman Alpert Award for Established Investigators in Cardiovascular Sciences to him in 2005 and the Government of India included him in the Republic Day Honours list of 2006 for the civilian honour of the Padma Bhushan.  (K. K. Talwar),,,in 2005,,,awarded,The International Academy of Cardiovascular Sciences,,him,award
Q24809972,29,The International Academy of Cardiovascular Sciences awarded him their Norman Alpert Award for Established Investigators in Cardiovascular Sciences to him in 2005 and the Government of India included him in the Republic Day Honours list of 2006 for the civilian honour of the Padma Bhushan.  (K. K. Talwar),,,,,,included,the Government of India,,him,include
Q6944696,2,"He holds a B.A. degree in English and African Studies from Kent State University (1976), where he studied with Halim El-Dabh and Fela Sowande.  (Mwatabu S. Okantah)",,holds,1976,He,,,from Kent State University,,,hold
Q6944696,2,"He holds a B.A. degree in English and African Studies from Kent State University (1976), where he studied with Halim El-Dabh and Fela Sowande.  (Mwatabu S. Okantah)",,studied,,he,,,Kent State University,,,study
Q3473157,9,"Sapho returned to music in 1985 with Passions, passons, which saw her leaving the rock sound of her previous albums to embrace the Middle Eastern sounds she had grown up with, leading to a series of concerts at Le Bataclan (Paris).  (Sapho)",,,in 1985,Sapho,,returned,,,,return
Q3473157,9,"Sapho returned to music in 1985 with Passions, passons, which saw her leaving the rock sound of her previous albums to embrace the Middle Eastern sounds she had grown up with, leading to a series of concerts at Le Bataclan (Paris).  (Sapho)",at Le Bataclan,,,Sapho,,leading,,,,lead
Q3473157,9,"Sapho returned to music in 1985 with Passions, passons, which saw her leaving the rock sound of her previous albums to embrace the Middle Eastern sounds she had grown up with, leading to a series of concerts at Le Bataclan (Paris).  (Sapho)",,,,her,,leaving,,,,leave
Q3473157,9,"Sapho returned to music in 1985 with Passions, passons, which saw her leaving the rock sound of her previous albums to embrace the Middle Eastern sounds she had grown up with, leading to a series of concerts at Le Bataclan (Paris).  (Sapho)",,,,Sapho,,embrace,,,,embrace
Q56824380,4,"Qualifying as an Associate of the Library Association in 1963, she returned to The Gambia to take charge of the National Library of The Gambia.  (Sally Njie)",to The Gambia,,in 1963,she,,returned,,,,return
Q56824380,4,"Qualifying as an Associate of the Library Association in 1963, she returned to The Gambia to take charge of the National Library of The Gambia.  (Sally Njie)",,,in 1963,she,,Qualifying,of the Library Association,,,qualify
Q56824380,4,"Qualifying as an Associate of the Library Association in 1963, she returned to The Gambia to take charge of the National Library of The Gambia.  (Sally Njie)",,,,she,,take,of the National Library of The Gambia,,,take
